"금연구역명",금연구역범위상세,시도명,시군구명,금연구역구분,금연구역지정근거명,금연구역면적,위반과태료,위반신고전화번호,소재지도로명주소,소재지지번주소,관리기관명,위도,경도,데이터기준일자
"맘엔아이어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 헌릉로590길 63 세곡리엔파크 APT 206동104호,서울특별시 강남구 헌릉로590길 63 세곡리엔파크 APT 206동104호,서울특별시 강남구청,37.460047,127.084078,2017-11-17
"밀튼어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 헌릉로590길 88 세곡리엔파크 4단지내(內),서울특별시 강남구 헌릉로590길 88 세곡리엔파크 4단지내(內),서울특별시 강남구청,37.462093,127.084419,2017-11-17
"방죽어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 밤고개로 24길 75,서울특별시 강남구 밤고개로 24길 75,서울특별시 강남구청,37.469882,127.087058,2017-11-17
"브레인어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 헌릉로590길 63 세곡리엔파크APT 307동104호,서울특별시 강남구 헌릉로590길 63 세곡리엔파크APT 307동104호,서울특별시 강남구청,37.460047,127.084078,2017-11-17
"사랑나무 어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 헌릉로590길 63 세곡리엔파크APT 503동 104호,서울특별시 강남구 헌릉로590길 63 세곡리엔파크APT 503동 104호,서울특별시 강남구청,37.460047,127.084078,2017-11-17
"대명중학교",출입문으로부터 직선거리 50m까지,서울특별시,강남구,학교절대보호구역,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 역삼로87길 26,서울특별시 강남구 대치2동 952,서울특별시 강남구청,37.483454,127.078572,2017-11-17
"대왕중학교",출입문으로부터 직선거리 50m까지,서울특별시,강남구,학교절대보호구역,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 광평로20길 7,서울특별시 강남구 수서동 750,서울특별시 강남구청,37.490537,127.049635,2017-11-17
"대청중학교",출입문으로부터 직선거리 50m까지,서울특별시,강남구,학교절대보호구역,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 양재천로 321,서울특별시 강남구 대치1동 502,서울특별시 강남구청,37.484582,127.038528,2017-11-17
"대치중학교",출입문으로부터 직선거리 50m까지,서울특별시,강남구,학교절대보호구역,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 남부순환로378길 39,서울특별시 강남구 도곡2동 460,서울특별시 강남구청,37.492363,127.036333,2017-11-17
"도곡중학교",출입문으로부터 직선거리 50m까지,서울특별시,강남구,학교절대보호구역,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 언주로57길 31,서울특별시 강남구 도곡1동 541-2,서울특별시 강남구청,37.518957,127.053365,2017-11-17
"역삼푸르지오어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 언주로 332 푸르지오APT내(內),서울특별시 강남구 언주로 332 푸르지오APT내(內),서울특별시 강남구청,37.497652,127.029286,2017-11-17
"베베완사임당어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 광평로19길 10 1002동 111호,서울특별시 강남구 광평로19길 10 1002동 111호,서울특별시 강남구청,37.484670,127.069884,2017-11-17
"삼성서울병원어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 광평로31길 66,서울특별시 강남구 광평로31길 66,서울특별시 강남구청,37.485518,127.070525,2017-11-17
"샛별 어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 광평로19길 10 1006동 103호,서울특별시 강남구 광평로19길 10 1006동 103호,서울특별시 강남구청,37.484670,127.069884,2017-11-17
"신우주어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 일원로 120 샘터마을단지내(內),서울특별시 강남구 일원로 120 샘터마을단지내(內),서울특별시 강남구청,37.484291,127.065043,2017-11-17
"일원어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 광평로3길 21,서울특별시 강남구 광평로3길 21,서울특별시 강남구청,37.484052,127.060443,2017-11-17
"태화기독교사회복지관초록교실어린이집?",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 광평로 185,서울특별시 강남구 광평로 185,서울특별시 강남구청,37.484747,127.075911,2017-11-17
"태화어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 광평로 185태화기독교사회복지관내(內),서울특별시 강남구 광평로 185태화기독교사회복지관내(內),서울특별시 강남구청,37.484745,127.075911,2017-11-17
"포도나무 어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 광평로19길 15목련타운APT109동103호,서울특별시 강남구 광평로19길 15목련타운APT109동103호,서울특별시 강남구청,37.484944,127.067645,2017-11-17
"대청역",대청역 2번출구로부터 10미터 이내,서울특별시,강남구,지하철역,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 일원로 2,서울특별시 강남구 일원동 700-9,서울특별시 강남구청,37.493592,127.079472,2017-11-17
"대청역",대청역 3번출구로부터 10미터 이내,서울특별시,강남구,지하철역,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 일원로 2,서울특별시 강남구 일원동 700-9,서울특별시 강남구청,37.493592,127.079472,2017-11-17
"대청역",대청역 4번출구로부터 10미터 이내,서울특별시,강남구,지하철역,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 일원로 2,서울특별시 강남구 일원동 700-9,서울특별시 강남구청,37.493592,127.079472,2017-11-17
"대청역",대청역 5번출구로부터 10미터 이내,서울특별시,강남구,지하철역,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 일원로 2,서울특별시 강남구 일원동 700-9,서울특별시 강남구청,37.493592,127.079472,2017-11-17
"대청역",대청역 6번출구로부터 10미터 이내,서울특별시,강남구,지하철역,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 일원로 2,서울특별시 강남구 일원동 700-9,서울특별시 강남구청,37.493592,127.079472,2017-11-17
"대청역",대청역 7번출구로부터 10미터 이내,서울특별시,강남구,지하철역,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 일원로 2,서울특별시 강남구 일원동 700-9,서울특별시 강남구청,37.493592,127.079472,2017-11-17
"대청역",대청역 8번출구로부터 10미터 이내,서울특별시,강남구,지하철역,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 일원로 2,서울특별시 강남구 일원동 700-9,서울특별시 강남구청,37.493592,127.079472,2017-11-17
"대치역",대치역 1번출구로부터 10미터 이내,서울특별시,강남구,지하철역,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 남부순환로 2952,서울특별시 강남구 대치동 317-3,서울특별시 강남구청,37.494569,127.063467,2017-11-17
"대치역",대치역 2번출구로부터 10미터 이내,서울특별시,강남구,지하철역,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 남부순환로 2952,서울특별시 강남구 대치동 317-3,서울특별시 강남구청,37.494569,127.063467,2017-11-17
"대치역",대치역 3번출구로부터 10미터 이내,서울특별시,강남구,지하철역,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 남부순환로 2952,서울특별시 강남구 대치동 317-3,서울특별시 강남구청,37.494569,127.063467,2017-11-17
"대치역",대치역 4번출구로부터 10미터 이내,서울특별시,강남구,지하철역,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 남부순환로 2952,서울특별시 강남구 대치동 317-3,서울특별시 강남구청,37.494569,127.063467,2017-11-17
"대치역",대치역 5번출구로부터 10미터 이내,서울특별시,강남구,지하철역,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 남부순환로 2952,서울특별시 강남구 대치동 317-3,서울특별시 강남구청,37.494569,127.063467,2017-11-17
"대치역",대치역 6번출구로부터 10미터 이내,서울특별시,강남구,지하철역,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 남부순환로 2952,서울특별시 강남구 대치동 317-3,서울특별시 강남구청,37.494569,127.063467,2017-11-17
"대치역",대치역 7번출구로부터 10미터 이내,서울특별시,강남구,지하철역,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 남부순환로 2952,서울특별시 강남구 대치동 317-3,서울특별시 강남구청,37.494569,127.063467,2017-11-17
"대치역",대치역 8번출구로부터 10미터 이내,서울특별시,강남구,지하철역,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 남부순환로 2952,서울특별시 강남구 대치동 317-3,서울특별시 강남구청,37.494569,127.063467,2017-11-17
"언주역",언주역 1번출구로부터 10미터 이내,서울특별시,강남구,지하철역,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 봉은사로 201,서울특별시 강남구 논현동 279-165,서울특별시 강남구청,37.507289,127.033828,2017-11-17
"언주역",언주역 2번출구로부터 10미터 이내,서울특별시,강남구,지하철역,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 봉은사로 201,서울특별시 강남구 논현동 279-165,서울특별시 강남구청,37.507289,127.033828,2017-11-17
"언주역",언주역 3번출구로부터 10미터 이내,서울특별시,강남구,지하철역,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 봉은사로 201,서울특별시 강남구 논현동 279-165,서울특별시 강남구청,37.507289,127.033828,2017-11-17
"언주역",언주역 4번출구로부터 10미터 이내,서울특별시,강남구,지하철역,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 봉은사로 201,서울특별시 강남구 논현동 279-165,서울특별시 강남구청,37.507289,127.033828,2017-11-17
"언주역",언주역 5번출구로부터 10미터 이내,서울특별시,강남구,지하철역,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 봉은사로 201,서울특별시 강남구 논현동 279-165,서울특별시 강남구청,37.507289,127.033828,2017-11-17
"프뢰벨어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 언주로 703 프뢰벨교육센터 3층,서울특별시 강남구 언주로 703 프뢰벨교육센터 3층,서울특별시 강남구청,37.515888,127.017402,2017-11-17
"연화어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 학동로43길 17,서울특별시 강남구 학동로43길 17,서울특별시 강남구청,37.517214,127.019664,2017-11-17
"예은몬테소리어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 봉은사로51길 42,서울특별시 강남구 봉은사로51길 42,서울특별시 강남구청,37.512801,127.024552,2017-11-17
"대치삼성어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 도곡로78길 22,서울특별시 강남구 도곡로78길 22,서울특별시 강남구청,37.496566,127.041341,2017-11-17
"대치아이트라움어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 선릉로 222 대치I Park APT내(內),서울특별시 강남구 선릉로 222 대치I Park APT내(內),서울특별시 강남구청,37.495012,127.037068,2017-11-17
"보람어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 남부순환로397길 19,서울특별시 강남구 남부순환로397길 19,서울특별시 강남구청,37.494346,127.043817,2017-11-17
"예쁜어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 삼성로76길 5-6,서울특별시 강남구 삼성로76길 5-6,서울특별시 강남구청,37.504365,127.041098,2017-11-17
"하은어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 영동대로 230 6동 102호,서울특별시 강남구 영동대로 230 6동 102호,서울특별시 강남구청,37.500202,127.051613,2017-11-17
"대치사임당어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 삼성로 212 은마APT 15 109호,서울특별시 강남구 삼성로 212 은마APT 15 109호,서울특별시 강남구청,37.497456,127.047817,2017-11-17
"구민회관어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 삼성로 154,서울특별시 강남구 삼성로 154,서울특별시 강남구청,37.493849,127.046750,2017-11-17
"아이꿈별 어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 헌릉로590길 63 세곡리엔파크APT 501동104호,서울특별시 강남구 헌릉로590길 63 세곡리엔파크APT 501동104호,서울특별시 강남구청,37.460047,127.084078,2017-11-17
"예원몬테소리어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 헌릉로590길 63 세곡리엔파크APT 307동 102호,서울특별시 강남구 헌릉로590길 63 세곡리엔파크APT 307동 102호,서울특별시 강남구청,37.460047,127.084078,2017-11-17
"초록어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 헌릉로570길 63 세곡5단지리엔파크 관리동,서울특별시 강남구 헌릉로570길 63 세곡5단지리엔파크 관리동,서울특별시 강남구청,37.460047,127.084078,2017-11-17
"큰꿈 어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 헌릉로590길 63 세곡리엔파크APT 206동101호,서울특별시 강남구 헌릉로590길 63 세곡리엔파크APT 206동101호,서울특별시 강남구청,37.460047,127.084078,2017-11-17
"키즈랜드어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 헌릉로590길 100 리엔파크 1단지내(內),서울특별시 강남구 헌릉로590길 100 리엔파크 1단지내(內),서울특별시 강남구청,37.464065,127.083104,2017-11-17
"푸른어린이집?",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 밤고개로 20길 84,서울특별시 강남구 밤고개로 20길 84,서울특별시 강남구청,37.473530,127.082280,2017-11-17
"햇살가득어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 헌릉로590길 63세곡리엔파크APT 201동 104호,서울특별시 강남구 헌릉로590길 63세곡리엔파크APT 201동 104호,서울특별시 강남구청,37.462915,127.099280,2017-11-17
"행복한 i세상어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 헌릉로590길 63 세곡리엔파크APT 201동101호,서울특별시 강남구 헌릉로590길 63 세곡리엔파크APT 201동101호,서울특별시 강남구청,37.462915,127.099280,2017-11-17
"역삼역(7번출구)",지하철 출입구로부터 10m까지,서울특별시,강남구,지하철 출입구,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 역삼동 804,서울특별시 강남구 테헤란로 156,서울특별시 강남구청,37.500810,127.034747,2017-11-17
"역삼역(8번출구)",지하철 출입구로부터 10m까지,서울특별시,강남구,지하철 출입구,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 역삼동 804,서울특별시 강남구 테헤란로 156,서울특별시 강남구청,37.500810,127.034747,2017-11-17
"영동시장입구",택시승차대로부터 10m까지,서울특별시,강남구,택시승강장,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 강남대로 538,서울특별시 강남구 논현동 142-2,서울특별시 강남구청,37.516831,127.013377,2017-11-17
"신사역조흥은행 앞(영동호텔쪽)",택시승차대로부터 10m까지,서울특별시,강남구,택시승강장,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 도산대로 122,서울특별시 강남구 논현1동 4,서울특별시 강남구청,37.518476,127.012573,2017-11-17
"신사역 농협 앞",택시승차대로부터 10m까지,서울특별시,강남구,택시승강장,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 압구정로2길 53,서울특별시 강남구 신사동 516,서울특별시 강남구청,37.533278,127.019433,2017-11-17
"갤러리아백화점 앞(구,한양쇼핑)",택시승차대로부터 10m까지,서울특별시,강남구,택시승강장,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 압구정동 2,서울특별시 강남구 압구정동 2,서울특별시 강남구청,37.529753,127.021953,2017-11-17
"한솔어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 광평로10길 6 307동 101호,서울특별시 강남구 광평로10길 6 307동 101호,서울특별시 강남구청,37.481809,127.060193,2017-11-17
"해피어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 광평로19길 10 까치마을APT관리동,서울특별시 강남구 광평로19길 10 까치마을APT관리동,서울특별시 강남구청,37.484670,127.069884,2017-11-17
"현지아한솔어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 광평로10길 6,서울특별시 강남구 광평로10길 6,서울특별시 강남구청,37.481809,127.060193,2017-11-17
"꿈별어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 양재대로55길10 118동 106호,서울특별시 강남구 양재대로55길10 118동 106호,서울특별시 강남구청,37.492613,127.072704,2017-11-17
"나하나어린이집?",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,"서울특별시 강남구 양재대로 55길 6상가동304,305호","서울특별시 강남구 양재대로 55길 6상가동304,305호",서울특별시 강남구청,37.492107,127.086312,2017-11-17
"구립선재놀이방어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 개포로 310 92동 108호,서울특별시 강남구 개포로 310 92동 108호,서울특별시 강남구청,37.482955,127.041478,2017-11-17
"아기둥지 어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 개포로 310 주공아파트 7동105호,서울특별시 강남구 개포로 310 주공아파트 7동105호,서울특별시 강남구청,37.482955,127.041478,2017-11-17
"강남리틀어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 선릉로 786동 103호,서울특별시 강남구 선릉로 786동 103호,서울특별시 강남구청,37.502912,127.034388,2017-11-17
"꼬마또래어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 개포로 310 72동 105호,서울특별시 강남구 개포로 310 72동 105호,서울특별시 강남구청,37.482955,127.041478,2017-11-17
"봉은중학교",출입문으로부터 직선거리 50m까지,서울특별시,강남구,학교절대보호구역,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 영동대로128길 59,서울특별시 강남구 삼성동 82-7,서울특별시 강남구청,37.491082,127.093634,2017-11-17
"수서중학교",출입문으로부터 직선거리 50m까지,서울특별시,강남구,학교절대보호구역,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 광평로59길 57,서울특별시 강남구 수서동 710,서울특별시 강남구청,37.490746,127.044582,2017-11-17
"숙명여자중학교",출입문으로부터 직선거리 50m까지,서울특별시,강남구,학교절대보호구역,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 남부순환로 2807,서울특별시 강남구 도곡동 91,서울특별시 강남구청,37.471577,127.083473,2017-11-17
"세곡중학교",출입문으로부터 직선거리 50m까지,서울특별시,강남구,학교절대보호구역,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 자곡동565-4,서울특별시 강남구 자곡동565-4,서울특별시 강남구청,37.527346,127.023466,2017-11-17
"신구중학교",출입문으로부터 직선거리 50m까지,서울특별시,강남구,학교절대보호구역,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 압구정로36길 17,서울특별시 강남구 신사동 621,서울특별시 강남구청,37.524724,127.012395,2017-11-17
"신사중학교",출입문으로부터 직선거리 50m까지,서울특별시,강남구,학교절대보호구역,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 압구정로 123,서울특별시 강남구 압구정동 410,서울특별시 강남구청,37.530227,127.024204,2017-11-17
"도곡역",도곡역 1번출구로부터 10미터 이내,서울특별시,강남구,지하철역,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 남부순환로 2814,서울특별시 강남구 도곡동 339-2,서울특별시 강남구청,37.490880,127.055382,2017-11-17
"도곡역",도곡역 2번출구로부터 10미터 이내,서울특별시,강남구,지하철역,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 남부순환로 2814,서울특별시 강남구 도곡동 339-2,서울특별시 강남구청,37.490880,127.055382,2017-11-17
"도곡역",도곡역 3번출구로부터 10미터 이내,서울특별시,강남구,지하철역,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 남부순환로 2814,서울특별시 강남구 도곡동 339-2,서울특별시 강남구청,37.490880,127.055382,2017-11-17
"도곡역",도곡역 4번출구로부터 10미터 이내,서울특별시,강남구,지하철역,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 남부순환로 2814,서울특별시 강남구 도곡동 339-2,서울특별시 강남구청,37.490880,127.055382,2017-11-17
"도곡목련공원",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,1709,100000,02-3423-7115,서울특별시 강남구 논현로36길 31,서울특별시 강남구 도곡동 415-3,서울특별시 강남구청,37.484897,127.026805,2017-11-17
"역삼장미공원",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,1637,100000,02-3423-7115,서울특별시 강남구 언주로65길 16,서울특별시 강남구 역삼동 780-25,서울특별시 강남구청,37.495309,127.027091,2017-11-17
"역삼까치공원",시설전체,서울특별시,강남구,공원,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,987,100000,02-3423-7115,서울특별시 강남구 테헤란로6길 16,"서울특별시 강남구 역삼동 824-10,43",서울특별시 강남구청,37.495306,127.027091,2017-11-17
